1	0	116.0452199
1	1	55.84187647
1	2	51.95732288
1	4	417.8680238
1	5	14.94910264
1	6	228.0261589
1	7	93.97455769
1	8	37.01241333
1	9	13.43146
1	10	742.8742885
1	11	978.5213252
1	12	664.0690832
1	13	174.5532719
2	4	397.686899
2	5	14.26625732
2	6	258.1783742
2	7	118.1959332
2	8	36.7232762
2	9	15.37145985
2	10	779.3189522
2	11	926.8294801
2	12	380.1053706
2	13	168.5093948
2	14	454.5748909
2	15	41.75282451
3	0	138.0509766
3	1	140.4601786
3	3	130.4328031
3	4	679.4779034
3	6	285.0593333
3	7	96.34264438
3	8	36.4186941
3	9	14.40771951
3	10	251.3397134
3	11	987.8744175
3	12	463.2419432
3	13	168.147076
3	14	388.6188226
3	15	44.23211047
4	1	166.375651
4	2	50.18110127
4	3	143.1450572
4	4	547.0072765
4	5	12.93753067
4	6	278.6822528
4	7	112.989457
4	8	41.84910005
4	9	15.97467023
4	10	312.1001976
4	11	980.5138755
4	12	710.8408124
4	13	162.1278162
4	15	47.29803107
5	0	108.4866559
5	1	129.2035871
5	2	51.57554963
5	3	147.3425727
5	4	534.2061141
5	5	12.81932794
5	6	245.3528395
5	7	137.970362
5	9	12.06070323
5	10	703.9525622
5	11	861.7227406
5	12	328.2150676
5	13	171.4510951
5	14	765.3260404
5	15	44.92160459
6	0	143.3289233
6	3	132.1333643
6	4	436.5381953
6	5	13.82766245
6	6	237.9500703
6	7	98.28871648
6	8	38.37083092
6	9	13.07748324
6	10	939.3784346
6	11	859.6132217
6	12	460.7327613
6	13	166.761069
6	14	614.8251881
6	15	40.00489232
7	0	148.0263253
7	1	104.7761434
7	2	50.53054479
7	3	144.429225
7	4	507.7705168
7	6	273.5729836
7	7	121.9295174
7	8	34.03068139
7	9	13.05656584
7	11	975.8061978
7	12	446.3311699
7	13	180.1816945
7	14	699.8262432
7	15	44.70311838
8	0	107.3574648
8	1	97.68987623
8	2	43.96444665
8	3	139.9842461
8	4	470.0998853
8	5	12.81794362
8	6	176.6069214
8	7	142.4360552
8	8	42.05836833
8	9	15.75156186
8	10	659.5001688
8	11	989.8741435
8	15	47.57296117
9	0	136.1780334
9	1	143.0457327
9	2	52.00647669
9	3	149.0088965
9	4	499.7451382
9	5	12.13737001
9	6	383.9850201
9	7	151.8018391
9	8	46.72727537
9	9	12.22853222
9	10	988.550815
9	12	635.934829
9	13	176.5277488
9	14	539.1658415
9	15	46.49887061
10	0	136.0800638
10	1	160.801132
10	2	49.92269517
10	3	130.5965228
10	4	339.5005113
10	5	14.50104559
10	6	389.8031022
10	9	15.23155311
10	10	813.1469615
10	11	913.9429758
10	12	583.3169673
10	13	178.8011669
10	14	644.0481444
10	15	43.30736114
11	0	121.4743506
11	1	31.7035012
11	2	42.92094305
11	3	135.965699
11	4	479.9863021
11	5	14.84315057
11	6	314.1360161
11	8	47.71782439
11	9	15.01288376
11	10	671.6019896
11	11	816.2389351
11	12	661.3979929
11	13	158.0229802
11	14	609.167285
12	1	40.91788934
12	2	51.19726249
12	3	127.6011573
12	4	554.8381149
12	5	13.30144685
12	6	212.3887624
12	7	97.08214119
12	8	38.7580771
12	9	12.32598712
12	10	217.0347597
12	11	910.7577666
12	12	423.4967784
12	13	164.4206885
12	14	640.1410014
12	15	42.87068913
13	0	116.239684
13	1	201.0721858
13	2	45.0372679
13	3	126.9588249
13	4	369.8437573
13	5	14.88009563
13	6	350.606932
13	7	133.1283573
13	8	39.62457437
13	9	15.90197181
13	10	632.964243
13	11	980.5806007
13	12	541.0375132
13	13	169.065618
13	14	351.6448674
13	15	41.1536318
14	0	136.0180945
14	1	73.19885948
14	2	50.07059701
14	5	12.73283387
14	6	358.235987
14	7	136.3227917
14	8	43.13128989
14	9	14.67638663
14	10	642.2805058
14	11	957.2616368
14	12	643.3755912
14	13	171.6585128
15	0	127.6407077
15	1	206.5181669
15	2	52.65167358
15	3	139.810825
15	4	571.0129678
15	5	14.59622094
15	6	238.3223262
15	8	44.28748257
15	9	15.95007244
15	10	963.8968273
15	11	932.5883985
15	12	482.8520127
15	13	167.7893448
15	14	499.7161443
15	15	40.74383602
16	0	141.649145
16	1	69.9621346
16	2	47.37669876
16	3	160.0273297
16	4	441.199773
16	5	12.52407245
16	6	226.542984
16	7	154.2549057
16	8	35.48545016
16	10	528.6484222
16	11	956.6236517
16	12	327.2135362
16	13	175.1626867
16	15	38.77293342
17	0	119.2376298
17	1	80.19899494
17	2	51.31966906
17	3	156.9334912
17	4	439.2077867
17	5	14.88668044
17	6	360.1342923
17	7	125.842538
17	8	41.18854773
17	9	12.46413758
17	10	748.6472684
17	12	458.732626
17	13	169.4218151
17	14	671.4646092
17	15	48.06686267
18	1	23.29878098
18	2	43.66599717
18	4	439.090122
18	5	12.60581623
18	6	329.3698679
18	7	137.6605734
18	8	41.89380527
18	9	15.98530273
18	10	635.886154
18	11	893.0239258
18	13	169.9239044
18	14	591.7397717
18	15	41.66093025
19	0	109.2177707
19	1	176.2072705
19	3	158.7275325
19	5	14.00884935
19	6	325.7377265
19	7	117.2873758
19	8	40.82643064
19	9	15.24357219
19	10	379.3632488
19	11	898.0760474
19	12	352.4537242
19	13	165.1639967
19	14	361.524522
19	15	41.46862701
20	0	138.0842961
20	3	122.4866316
20	5	12.30222585
20	6	366.9102959
20	7	129.3060388
20	8	41.76197125
20	9	15.15877244
20	10	646.4992735
20	11	879.6701439
20	12	519.0238124
20	14	499.213552
21	0	147.8034471
21	1	186.790253
21	3	150.7430758
21	4	598.4270198
21	5	12.94160043
21	6	229.0393848
21	7	115.4687039
21	9	12.05793788
21	10	554.5019775
21	12	387.7019793
21	13	169.8364291
21	14	697.5174952
21	15	42.31434382
22	0	134.0251926
22	1	122.7793702
22	2	49.64823467
22	3	140.4577647
22	4	378.7346988
22	5	14.57348464
22	6	358.0869746
22	7	127.7960459
22	8	39.32250037
22	10	287.4515296
22	11	918.1204663
22	12	661.5487487
22	13	159.1712497
22	14	434.7947487
22	15	47.42969118
23	0	144.5266017
23	1	37.59418946
23	2	50.99167614
23	3	133.5052285
23	4	729.4831503
23	5	14.63044055
23	6	278.3130847
23	7	140.4142705
23	8	40.8127329
23	11	943.3981606
23	12	697.2362471
23	13	180.6686051
24	0	124.5608689
24	1	80.00915318
24	3	150.7128626
24	4	367.0705381
24	5	14.72927748
24	6	206.6560102
24	8	35.41890452
24	9	13.48011847
24	10	918.9316593
24	11	810.7697336
24	12	481.092911
24	14	564.5499781
24	15	43.84924068
25	0	118.829494
25	1	57.92374867
25	2	46.98989824
25	4	410.3712841
25	5	14.49773509
25	6	369.2343868
25	7	153.825738
25	8	46.7117784
25	9	12.90934896
25	11	964.6564215
25	13	170.3881172
25	15	44.00570001
26	0	141.2232075
26	1	24.8010012
26	2	52.02050892
26	3	151.3932414
26	4	327.0375063
26	5	14.15993499
26	6	177.1151764
26	7	139.2786687
26	8	46.08935032
26	9	15.31026764
26	10	801.1261491
26	11	821.0486966
26	12	411.1153377
26	13	177.3592048
26	14	567.3424649
26	15	38.20983956
27	0	148.8714536
27	1	185.3314649
27	2	49.3339653
27	3	140.2665951
27	4	627.1770471
27	6	291.625242
27	7	100.5267989
27	8	46.94876651
27	10	383.5139282
27	11	895.3402874
27	12	465.9135635
27	13	170.6163576
27	14	452.3658415
28	0	133.1346298
28	1	97.78256592
28	2	47.04657915
28	3	123.588171
28	6	384.0080989
28	8	47.94886542
28	9	14.76465662
28	10	329.6919799
28	11	837.0300814
28	12	582.5528266
28	13	165.2606716
29	0	137.1175478
29	1	27.09902404
29	2	44.29907331
29	3	139.9025557
29	4	452.9089205
29	5	12.27076109
29	6	262.2021858
29	8	45.23620481
29	11	942.6539356
29	13	166.8583603
29	14	817.9620626
30	0	109.8954702
30	2	49.98585459
30	3	157.0504947
30	5	13.02217729
30	8	34.99820229
30	9	12.34079229
30	10	519.5888486
30	11	938.6406173
30	12	361.9017278
30	13	173.4807431
30	14	271.2152845
30	15	39.84527122
